product_name,brand_slug,category_slug,subcategory,gender,store_slug,price,original_price,availability,product_url,image_url
Decathlon Compact Resistance Bands,decathlon,fitness,Footwear,unisex,decathlon,1920,3200,IN STOCK,https://www.decathlon.com/p/decathlon-9-compact-resistance-bands,https://picsum.photos/seed/decathlon-9-compact-resistance-bands/600/600
Decathlon Adjustable Yoga Mat,decathlon,fitness,Fitness Equipment,unisex,decathlon,2170,3100,IN STOCK,https://www.decathlon.com/p/decathlon-10-adjustable-yoga-mat,https://picsum.photos/seed/decathlon-10-adjustable-yoga-mat/600/600
Decathlon Everyday Training Shoes,decathlon,fitness,Activewear,unisex,decathlon,1750,2500,IN STOCK,https://www.decathlon.com/p/decathlon-11-everyday-training-shoes,https://picsum.photos/seed/decathlon-11-everyday-training-shoes/600/600
Decathlon Performance Water Bottle,decathlon,fitness,Footwear,unisex,decathlon,2310,3300,IN STOCK,https://www.decathlon.com/p/decathlon-12-performance-water-bottle,https://picsum.photos/seed/decathlon-12-performance-water-bottle/600/600
Decathlon Compact Resistance Bands,decathlon,fitness,Fitness Equipment,unisex,decathlon,2730,4200,OUT OF STOCK,https://www.decathlon.com/p/decathlon-13-compact-resistance-bands,https://picsum.photos/seed/decathlon-13-compact-resistance-bands/600/600
Decathlon Adjustable Yoga Mat,decathlon,fitness,Activewear,unisex,decathlon,3639,5200,IN STOCK,https://www.decathlon.com/p/decathlon-14-adjustable-yoga-mat,https://picsum.photos/seed/decathlon-14-adjustable-yoga-mat/600/600
Decathlon Everyday Training Shoes,decathlon,fitness,Footwear,unisex,decathlon,900,1800,OUT OF STOCK,https://www.decathlon.com/p/decathlon-15-everyday-training-shoes,https://picsum.photos/seed/decathlon-15-everyday-training-shoes/600/600
Decathlon Performance Water Bottle,decathlon,fitness,Fitness Equipment,unisex,decathlon,1530,1800,IN STOCK,https://www.decathlon.com/p/decathlon-16-performance-water-bottle,https://picsum.photos/seed/decathlon-16-performance-water-bottle/600/600
Decathlon Compact Resistance Bands,decathlon,fitness,Activewear,unisex,decathlon,5390,7700,LOW STOCK,https://www.decathlon.com/p/decathlon-17-compact-resistance-bands,https://picsum.photos/seed/decathlon-17-compact-resistance-bands/600/600
Decathlon Adjustable Yoga Mat,decathlon,fitness,Footwear,unisex,decathlon,5100,8500,IN STOCK,https://www.decathlon.com/p/decathlon-18-adjustable-yoga-mat,https://picsum.photos/seed/decathlon-18-adjustable-yoga-mat/600/600
Decathlon Everyday Training Shoes,decathlon,fitness,Fitness Equipment,unisex,decathlon,2380,3400,IN STOCK,https://www.decathlon.com/p/decathlon-19-everyday-training-shoes,https://picsum.photos/seed/decathlon-19-everyday-training-shoes/600/600
Decathlon Performance Water Bottle,decathlon,fitness,Activewear,unisex,decathlon,1819,2600,LOW STOCK,https://www.decathlon.com/p/decathlon-20-performance-water-bottle,https://picsum.photos/seed/decathlon-20-performance-water-bottle/600/600
Expedia Hardshell Suitcase,expedia,travel,Check-In Luggage,unisex,expedia-store,12150,16200,IN STOCK,https://www.expedia.com/p/expedia-1-hardshell-suitcase,https://picsum.photos/seed/expedia-1-hardshell-suitcase/600/600
Expedia Lightweight Spinner Case,expedia,travel,Cabin Luggage,unisex,expedia-store,10625,12500,IN STOCK,https://www.expedia.com/p/expedia-2-lightweight-spinner-case,https://picsum.photos/seed/expedia-2-lightweight-spinner-case/600/600
Expedia Expandable Duffel Bag,expedia,travel,Travel Packages,unisex,expedia-store,14100,23500,IN STOCK,https://www.expedia.com/p/expedia-3-expandable-duffel-bag,https://picsum.photos/seed/expedia-3-expandable-duffel-bag/600/600
Expedia All-Inclusive Getaway Package,expedia,travel,Backpacks,unisex,expedia-store,9660,16100,IN STOCK,https://www.expedia.com/p/expedia-4-all-inclusive-getaway-package,https://picsum.photos/seed/expedia-4-all-inclusive-getaway-package/600/600
Expedia 3-Night Hotel Booking,expedia,travel,Check-In Luggage,unisex,expedia-store,6955,10700,IN STOCK,https://www.expedia.com/p/expedia-5-3-night-hotel-booking,https://picsum.photos/seed/expedia-5-3-night-hotel-booking/600/600
Expedia Hardshell Suitcase,expedia,travel,Cabin Luggage,unisex,expedia-store,9095,10700,LOW STOCK,https://www.expedia.com/p/expedia-6-hardshell-suitcase,https://picsum.photos/seed/expedia-6-hardshell-suitcase/600/600
Expedia Lightweight Spinner Case,expedia,travel,Travel Packages,unisex,expedia-store,10440,17400,IN STOCK,https://www.expedia.com/p/expedia-7-lightweight-spinner-case,https://picsum.photos/seed/expedia-7-lightweight-spinner-case/600/600
Expedia Expandable Duffel Bag,expedia,travel,Backpacks,unisex,expedia-store,11360,14200,IN STOCK,https://www.expedia.com/p/expedia-8-expandable-duffel-bag,https://picsum.photos/seed/expedia-8-expandable-duffel-bag/600/600
Expedia All-Inclusive Getaway Package,expedia,travel,Check-In Luggage,unisex,expedia-store,10100,20200,IN STOCK,https://www.expedia.com/p/expedia-9-all-inclusive-getaway-package,https://picsum.photos/seed/expedia-9-all-inclusive-getaway-package/600/600
Expedia 3-Night Hotel Booking,expedia,travel,Cabin Luggage,unisex,expedia-store,4015,7300,IN STOCK,https://www.expedia.com/p/expedia-10-3-night-hotel-booking,https://picsum.photos/seed/expedia-10-3-night-hotel-booking/600/600
Expedia Hardshell Suitcase,expedia,travel,Travel Packages,unisex,expedia-store,7280,9100,IN STOCK,https://www.expedia.com/p/expedia-11-hardshell-suitcase,https://picsum.photos/seed/expedia-11-hardshell-suitcase/600/600
Expedia Lightweight Spinner Case,expedia,travel,Backpacks,unisex,expedia-store,11050,17000,IN STOCK,https://www.expedia.com/p/expedia-12-lightweight-spinner-case,https://picsum.photos/seed/expedia-12-lightweight-spinner-case/600/600
Expedia Expandable Duffel Bag,expedia,travel,Check-In Luggage,unisex,expedia-store,8645,13300,IN STOCK,https://www.expedia.com/p/expedia-13-expandable-duffel-bag,https://picsum.photos/seed/expedia-13-expandable-duffel-bag/600/600
Expedia All-Inclusive Getaway Package,expedia,travel,Cabin Luggage,unisex,expedia-store,3705,5700,IN STOCK,https://www.expedia.com/p/expedia-14-all-inclusive-getaway-package,https://picsum.photos/seed/expedia-14-all-inclusive-getaway-package/600/600
Expedia 3-Night Hotel Booking,expedia,travel,Travel Packages,unisex,expedia-store,8635,15700,IN STOCK,https://www.expedia.com/p/expedia-15-3-night-hotel-booking,https://picsum.photos/seed/expedia-15-3-night-hotel-booking/600/600
Expedia Hardshell Suitcase,expedia,travel,Backpacks,unisex,expedia-store,11130,15900,IN STOCK,https://www.expedia.com/p/expedia-16-hardshell-suitcase,https://picsum.photos/seed/expedia-16-hardshell-suitcase/600/600
Expedia Lightweight Spinner Case,expedia,travel,Check-In Luggage,unisex,expedia-store,12110,17300,LOW STOCK,https://www.expedia.com/p/expedia-17-lightweight-spinner-case,https://picsum.photos/seed/expedia-17-lightweight-spinner-case/600/600
Expedia Expandable Duffel Bag,expedia,travel,Cabin Luggage,unisex,expedia-store,13650,18200,IN STOCK,https://www.expedia.com/p/expedia-18-expandable-duffel-bag,https://picsum.photos/seed/expedia-18-expandable-duffel-bag/600/600
Expedia All-Inclusive Getaway Package,expedia,travel,Travel Packages,unisex,expedia-store,3850,7000,IN STOCK,https://www.expedia.com/p/expedia-19-all-inclusive-getaway-package,https://picsum.photos/seed/expedia-19-all-inclusive-getaway-package/600/600
Expedia 3-Night Hotel Booking,expedia,travel,Backpacks,unisex,expedia-store,8000,16000,IN STOCK,https://www.expedia.com/p/expedia-20-3-night-hotel-booking,https://picsum.photos/seed/expedia-20-3-night-hotel-booking/600/600
Mango Classic Blazer,mango,clothing,Dresses,women,mango-store,1785,2100,IN STOCK,https://www.mango.com/p/mango-1-classic-blazer,https://picsum.photos/seed/mango-1-classic-blazer/600/600
Mango Relaxed Shirt Dress,mango,clothing,Jackets,men,mango-store,1210,2200,IN STOCK,https://www.mango.com/p/mango-2-relaxed-shirt-dress,https://picsum.photos/seed/mango-2-relaxed-shirt-dress/600/600
Mango Slim Fit Denim Jacket,mango,clothing,Jeans,unisex,mango-store,3660,6100,IN STOCK,https://www.mango.com/p/mango-3-slim-fit-denim-jacket,https://picsum.photos/seed/mango-3-slim-fit-denim-jacket/600/600
Mango Oversized Knit Sweater,mango,clothing,Shirts,women,mango-store,1800,2400,IN STOCK,https://www.mango.com/p/mango-4-oversized-knit-sweater,https://picsum.photos/seed/mango-4-oversized-knit-sweater/600/600
Mango Tailored Trench Coat,mango,clothing,Sweaters,men,mango-store,1725,2300,LOW STOCK,https://www.mango.com/p/mango-5-tailored-trench-coat,https://picsum.photos/seed/mango-5-tailored-trench-coat/600/600
Mango Classic Midi Dress,mango,clothing,Dresses,unisex,mango-store,1045,1900,IN STOCK,https://www.mango.com/p/mango-6-classic-midi-dress,https://picsum.photos/seed/mango-6-classic-midi-dress/600/600
Mango Relaxed Blazer,mango,clothing,Jackets,women,mango-store,5320,7600,IN STOCK,https://www.mango.com/p/mango-7-relaxed-blazer,https://picsum.photos/seed/mango-7-relaxed-blazer/600/600
Mango Slim Fit Shirt Dress,mango,clothing,Jeans,men,mango-store,6715,7900,OUT OF STOCK,https://www.mango.com/p/mango-8-slim-fit-shirt-dress,https://picsum.photos/seed/mango-8-slim-fit-shirt-dress/600/600
Mango Oversized Denim Jacket,mango,clothing,Shirts,unisex,mango-store,3000,5000,IN STOCK,https://www.mango.com/p/mango-9-oversized-denim-jacket,https://picsum.photos/seed/mango-9-oversized-denim-jacket/600/600
Mango Tailored Knit Sweater,mango,clothing,Sweaters,women,mango-store,4730,8600,IN STOCK,https://www.mango.com/p/mango-10-tailored-knit-sweater,https://picsum.photos/seed/mango-10-tailored-knit-sweater/600/600
Mango Classic Trench Coat,mango,clothing,Dresses,men,mango-store,5100,6800,IN STOCK,https://www.mango.com/p/mango-11-classic-trench-coat,https://picsum.photos/seed/mango-11-classic-trench-coat/600/600
Mango Relaxed Midi Dress,mango,clothing,Jackets,unisex,mango-store,5600,8000,IN STOCK,https://www.mango.com/p/mango-12-relaxed-midi-dress,https://picsum.photos/seed/mango-12-relaxed-midi-dress/600/600
Mango Slim Fit Blazer,mango,clothing,Jeans,women,mango-store,4200,6000,LOW STOCK,https://www.mango.com/p/mango-13-slim-fit-blazer,https://picsum.photos/seed/mango-13-slim-fit-blazer/600/600
Mango Oversized Shirt Dress,mango,clothing,Shirts,men,mango-store,1750,2500,IN STOCK,https://www.mango.com/p/mango-14-oversized-shirt-dress,https://picsum.photos/seed/mango-14-oversized-shirt-dress/600/600
Mango Tailored Denim Jacket,mango,clothing,Sweaters,unisex,mango-store,6525,8700,IN STOCK,https://www.mango.com/p/mango-15-tailored-denim-jacket,https://picsum.photos/seed/mango-15-tailored-denim-jacket/600/600
Mango Classic Knit Sweater,mango,clothing,Dresses,women,mango-store,1500,2000,IN STOCK,https://www.mango.com/p/mango-16-classic-knit-sweater,https://picsum.photos/seed/mango-16-classic-knit-sweater/600/600
Mango Relaxed Trench Coat,mango,clothing,Jackets,men,mango-store,4830,6900,IN STOCK,https://www.mango.com/p/mango-17-relaxed-trench-coat,https://picsum.photos/seed/mango-17-relaxed-trench-coat/600/600
Mango Slim Fit Midi Dress,mango,clothing,Jeans,unisex,mango-store,4760,5600,IN STOCK,https://www.mango.com/p/mango-18-slim-fit-midi-dress,https://picsum.photos/seed/mango-18-slim-fit-midi-dress/600/600
Mango Oversized Blazer,mango,clothing,Shirts,women,mango-store,2960,3700,IN STOCK,https://www.mango.com/p/mango-19-oversized-blazer,https://picsum.photos/seed/mango-19-oversized-blazer/600/600
Mango Tailored Shirt Dress,mango,clothing,Sweaters,men,mango-store,3055,4700,IN STOCK,https://www.mango.com/p/mango-20-tailored-shirt-dress,https://picsum.photos/seed/mango-20-tailored-shirt-dress/600/600
Uniqlo Classic Blazer,uniqlo,clothing,Dresses,women,uniqlo-store,1190,1700,IN STOCK,https://www.uniqlo.com/p/uniqlo-1-classic-blazer,https://picsum.photos/seed/uniqlo-1-classic-blazer/600/600
Uniqlo Relaxed Shirt Dress,uniqlo,clothing,Jackets,men,uniqlo-store,1860,3100,IN STOCK,https://www.uniqlo.com/p/uniqlo-2-relaxed-shirt-dress,https://picsum.photos/seed/uniqlo-2-relaxed-shirt-dress/600/600
Uniqlo Slim Fit Denim Jacket,uniqlo,clothing,Jeans,unisex,uniqlo-store,1650,2200,IN STOCK,https://www.uniqlo.com/p/uniqlo-3-slim-fit-denim-jacket,https://picsum.photos/seed/uniqlo-3-slim-fit-denim-jacket/600/600
Uniqlo Oversized Knit Sweater,uniqlo,clothing,Shirts,women,uniqlo-store,1450,2900,IN STOCK,https://www.uniqlo.com/p/uniqlo-4-oversized-knit-sweater,https://picsum.photos/seed/uniqlo-4-oversized-knit-sweater/600/600
Uniqlo Tailored Trench Coat,uniqlo,clothing,Sweaters,men,uniqlo-store,1100,2200,LOW STOCK,https://www.uniqlo.com/p/uniqlo-5-tailored-trench-coat,https://picsum.photos/seed/uniqlo-5-tailored-trench-coat/600/600
Uniqlo Classic Midi Dress,uniqlo,clothing,Dresses,unisex,uniqlo-store,1265,2300,IN STOCK,https://www.uniqlo.com/p/uniqlo-6-classic-midi-dress,https://picsum.photos/seed/uniqlo-6-classic-midi-dress/600/600
Uniqlo Relaxed Blazer,uniqlo,clothing,Jackets,women,uniqlo-store,540,900,IN STOCK,https://www.uniqlo.com/p/uniqlo-7-relaxed-blazer,https://picsum.photos/seed/uniqlo-7-relaxed-blazer/600/600
Uniqlo Slim Fit Shirt Dress,uniqlo,clothing,Jeans,men,uniqlo-store,400,800,IN STOCK,https://www.uniqlo.com/p/uniqlo-8-slim-fit-shirt-dress,https://picsum.photos/seed/uniqlo-8-slim-fit-shirt-dress/600/600
Uniqlo Oversized Denim Jacket,uniqlo,clothing,Shirts,unisex,uniqlo-store,2635,3100,IN STOCK,https://www.uniqlo.com/p/uniqlo-9-oversized-denim-jacket,https://picsum.photos/seed/uniqlo-9-oversized-denim-jacket/600/600
Uniqlo Tailored Knit Sweater,uniqlo,clothing,Sweaters,women,uniqlo-store,720,900,LOW STOCK,https://www.uniqlo.com/p/uniqlo-10-tailored-knit-sweater,https://picsum.photos/seed/uniqlo-10-tailored-knit-sweater/600/600
Uniqlo Classic Trench Coat,uniqlo,clothing,Dresses,men,uniqlo-store,1360,1700,IN STOCK,https://www.uniqlo.com/p/uniqlo-11-classic-trench-coat,https://picsum.photos/seed/uniqlo-11-classic-trench-coat/600/600
Uniqlo Relaxed Midi Dress,uniqlo,clothing,Jackets,unisex,uniqlo-store,1375,2500,IN STOCK,https://www.uniqlo.com/p/uniqlo-12-relaxed-midi-dress,https://picsum.photos/seed/uniqlo-12-relaxed-midi-dress/600/600
Uniqlo Slim Fit Blazer,uniqlo,clothing,Jeans,women,uniqlo-store,850,1000,LOW STOCK,https://www.uniqlo.com/p/uniqlo-13-slim-fit-blazer,https://picsum.photos/seed/uniqlo-13-slim-fit-blazer/600/600
Uniqlo Oversized Shirt Dress,uniqlo,clothing,Shirts,men,uniqlo-store,2320,2900,IN STOCK,https://www.uniqlo.com/p/uniqlo-14-oversized-shirt-dress,https://picsum.photos/seed/uniqlo-14-oversized-shirt-dress/600/600
Uniqlo Tailored Denim Jacket,uniqlo,clothing,Sweaters,unisex,uniqlo-store,1560,2400,OUT OF STOCK,https://www.uniqlo.com/p/uniqlo-15-tailored-denim-jacket,https://picsum.photos/seed/uniqlo-15-tailored-denim-jacket/600/600
Uniqlo Classic Knit Sweater,uniqlo,clothing,Dresses,women,uniqlo-store,770,1100,IN STOCK,https://www.uniqlo.com/p/uniqlo-16-classic-knit-sweater,https://picsum.photos/seed/uniqlo-16-classic-knit-sweater/600/600
Uniqlo Relaxed Trench Coat,uniqlo,clothing,Jackets,men,uniqlo-store,1170,1800,IN STOCK,https://www.uniqlo.com/p/uniqlo-17-relaxed-trench-coat,https://picsum.photos/seed/uniqlo-17-relaxed-trench-coat/600/600
Uniqlo Slim Fit Midi Dress,uniqlo,clothing,Jeans,unisex,uniqlo-store,1885,2900,LOW STOCK,https://www.uniqlo.com/p/uniqlo-18-slim-fit-midi-dress,https://picsum.photos/seed/uniqlo-18-slim-fit-midi-dress/600/600
Uniqlo Oversized Blazer,uniqlo,clothing,Shirts,women,uniqlo-store,1725,2300,IN STOCK,https://www.uniqlo.com/p/uniqlo-19-oversized-blazer,https://picsum.photos/seed/uniqlo-19-oversized-blazer/600/600
Uniqlo Tailored Shirt Dress,uniqlo,clothing,Sweaters,men,uniqlo-store,1680,2400,IN STOCK,https://www.uniqlo.com/p/uniqlo-20-tailored-shirt-dress,https://picsum.photos/seed/uniqlo-20-tailored-shirt-dress/600/600
Columbia Seamless Leggings,columbia,mens-sportswear,Activewear,men,columbia-store,4200,6000,IN STOCK,https://www.columbia.com/p/columbia-1-seamless-leggings,https://picsum.photos/seed/columbia-1-seamless-leggings/600/600
Columbia Performance Joggers,columbia,mens-sportswear,Leggings,women,columbia-store,909,1300,IN STOCK,https://www.columbia.com/p/columbia-2-performance-joggers,https://picsum.photos/seed/columbia-2-performance-joggers/600/600
Columbia Lightweight Training Tee,columbia,mens-sportswear,Training Tops,unisex,columbia-store,1495,2300,IN STOCK,https://www.columbia.com/p/columbia-3-lightweight-training-tee,https://picsum.photos/seed/columbia-3-lightweight-training-tee/600/600
Columbia Breathable Sports Bra,columbia,mens-sportswear,Joggers,men,columbia-store,4565,8300,IN STOCK,https://www.columbia.com/p/columbia-4-breathable-sports-bra,https://picsum.photos/seed/columbia-4-breathable-sports-bra/600/600
Columbia Seamless Track Jacket,columbia,mens-sportswear,Sports Bras,women,columbia-store,4810,7400,IN STOCK,https://www.columbia.com/p/columbia-5-seamless-track-jacket,https://picsum.photos/seed/columbia-5-seamless-track-jacket/600/600
Columbia Performance Leggings,columbia,mens-sportswear,Activewear,unisex,columbia-store,4505,5300,IN STOCK,https://www.columbia.com/p/columbia-6-performance-leggings,https://picsum.photos/seed/columbia-6-performance-leggings/600/600
Columbia Lightweight Joggers,columbia,mens-sportswear,Leggings,men,columbia-store,1950,3900,IN STOCK,https://www.columbia.com/p/columbia-7-lightweight-joggers,https://picsum.photos/seed/columbia-7-lightweight-joggers/600/600
Columbia Breathable Training Tee,columbia,mens-sportswear,Training Tops,women,columbia-store,4640,5800,IN STOCK,https://www.columbia.com/p/columbia-8-breathable-training-tee,https://picsum.photos/seed/columbia-8-breathable-training-tee/600/600
Columbia Seamless Sports Bra,columbia,mens-sportswear,Joggers,unisex,columbia-store,2970,5400,IN STOCK,https://www.columbia.com/p/columbia-9-seamless-sports-bra,https://picsum.photos/seed/columbia-9-seamless-sports-bra/600/600
Columbia Performance Track Jacket,columbia,mens-sportswear,Sports Bras,men,columbia-store,2600,4000,IN STOCK,https://www.columbia.com/p/columbia-10-performance-track-jacket,https://picsum.photos/seed/columbia-10-performance-track-jacket/600/600
Columbia Lightweight Leggings,columbia,mens-sportswear,Activewear,women,columbia-store,3000,4000,IN STOCK,https://www.columbia.com/p/columbia-11-lightweight-leggings,https://picsum.photos/seed/columbia-11-lightweight-leggings/600/600
Columbia Breathable Joggers,columbia,mens-sportswear,Leggings,unisex,columbia-store,5840,7300,IN STOCK,https://www.columbia.com/p/columbia-12-breathable-joggers,https://picsum.photos/seed/columbia-12-breathable-joggers/600/600
Columbia Seamless Training Tee,columbia,mens-sportswear,Training Tops,men,columbia-store,2040,2400,IN STOCK,https://www.columbia.com/p/columbia-13-seamless-training-tee,https://picsum.photos/seed/columbia-13-seamless-training-tee/600/600
Columbia Performance Sports Bra,columbia,mens-sportswear,Joggers,women,columbia-store,3380,5200,IN STOCK,https://www.columbia.com/p/columbia-14-performance-sports-bra,https://picsum.photos/seed/columbia-14-performance-sports-bra/600/600
Columbia Lightweight Track Jacket,columbia,mens-sportswear,Sports Bras,unisex,columbia-store,5340,8900,IN STOCK,https://www.columbia.com/p/columbia-15-lightweight-track-jacket,https://picsum.photos/seed/columbia-15-lightweight-track-jacket/600/600
Columbia Breathable Leggings,columbia,mens-sportswear,Activewear,men,columbia-store,6035,7100,IN STOCK,https://www.columbia.com/p/columbia-16-breathable-leggings,https://picsum.photos/seed/columbia-16-breathable-leggings/600/600
Columbia Seamless Joggers,columbia,mens-sportswear,Leggings,women,columbia-store,1870,3400,IN STOCK,https://www.columbia.com/p/columbia-17-seamless-joggers,https://picsum.photos/seed/columbia-17-seamless-joggers/600/600
Columbia Performance Training Tee,columbia,mens-sportswear,Training Tops,unisex,columbia-store,3400,4000,IN STOCK,https://www.columbia.com/p/columbia-18-performance-training-tee,https://picsum.photos/seed/columbia-18-performance-training-tee/600/600
Columbia Lightweight Sports Bra,columbia,mens-sportswear,Joggers,men,columbia-store,2465,2900,IN STOCK,https://www.columbia.com/p/columbia-19-lightweight-sports-bra,https://picsum.photos/seed/columbia-19-lightweight-sports-bra/600/600
Columbia Breathable Track Jacket,columbia,mens-sportswear,Sports Bras,women,columbia-store,600,1000,IN STOCK,https://www.columbia.com/p/columbia-20-breathable-track-jacket,https://picsum.photos/seed/columbia-20-breathable-track-jacket/600/600
Gucci Signature Shoulder Bag,gucci,accessories,Handbags,men,gucci-store,53160,88600,IN STOCK,https://www.gucci.com/p/gucci-1-signature-shoulder-bag,https://picsum.photos/seed/gucci-1-signature-shoulder-bag/600/600
Gucci Monogram Silk Scarf,gucci,accessories,Ready-to-Wear,women,gucci-store,48230,74200,IN STOCK,https://www.gucci.com/p/gucci-2-monogram-silk-scarf,https://picsum.photos/seed/gucci-2-monogram-silk-scarf/600/600
Gucci Limited Edition Leather Loafers,gucci,accessories,Footwear,unisex,gucci-store,28080,46800,IN STOCK,https://www.gucci.com/p/gucci-3-limited-edition-leather-loafers,https://picsum.photos/seed/gucci-3-limited-edition-leather-loafers/600/600
Gucci Runway Sunglasses,gucci,accessories,Accessories,men,gucci-store,61650,82200,IN STOCK,https://www.gucci.com/p/gucci-4-runway-sunglasses,https://picsum.photos/seed/gucci-4-runway-sunglasses/600/600
Gucci Heritage Wool Coat,gucci,accessories,Handbags,women,gucci-store,99960,142800,IN STOCK,https://www.gucci.com/p/gucci-5-heritage-wool-coat,https://picsum.photos/seed/gucci-5-heritage-wool-coat/600/600
Gucci Signature Tote,gucci,accessories,Ready-to-Wear,unisex,gucci-store,63280,79100,IN STOCK,https://www.gucci.com/p/gucci-6-signature-tote,https://picsum.photos/seed/gucci-6-signature-tote/600/600
Gucci Monogram Shoulder Bag,gucci,accessories,Footwear,men,gucci-store,25350,39000,IN STOCK,https://www.gucci.com/p/gucci-7-monogram-shoulder-bag,https://picsum.photos/seed/gucci-7-monogram-shoulder-bag/600/600
Gucci Limited Edition Silk Scarf,gucci,accessories,Accessories,women,gucci-store,46410,54600,IN STOCK,https://www.gucci.com/p/gucci-8-limited-edition-silk-scarf,https://picsum.photos/seed/gucci-8-limited-edition-silk-scarf/600/600
Gucci Runway Leather Loafers,gucci,accessories,Handbags,unisex,gucci-store,76560,127600,IN STOCK,https://www.gucci.com/p/gucci-9-runway-leather-loafers,https://picsum.photos/seed/gucci-9-runway-leather-loafers/600/600
Gucci Heritage Sunglasses,gucci,accessories,Ready-to-Wear,men,gucci-store,47900,95800,IN STOCK,https://www.gucci.com/p/gucci-10-heritage-sunglasses,https://picsum.photos/seed/gucci-10-heritage-sunglasses/600/600
Gucci Signature Wool Coat,gucci,accessories,Footwear,women,gucci-store,43900,87800,IN STOCK,https://www.gucci.com/p/gucci-11-signature-wool-coat,https://picsum.photos/seed/gucci-11-signature-wool-coat/600/600
Gucci Monogram Tote,gucci,accessories,Accessories,unisex,gucci-store,117640,138400,IN STOCK,https://www.gucci.com/p/gucci-12-monogram-tote,https://picsum.photos/seed/gucci-12-monogram-tote/600/600
Gucci Limited Edition Shoulder Bag,gucci,accessories,Handbags,men,gucci-store,76245,89700,IN STOCK,https://www.gucci.com/p/gucci-13-limited-edition-shoulder-bag,https://picsum.photos/seed/gucci-13-limited-edition-shoulder-bag/600/600
Gucci Runway Silk Scarf,gucci,accessories,Ready-to-Wear,women,gucci-store,38400,51200,IN STOCK,https://www.gucci.com/p/gucci-14-runway-silk-scarf,https://picsum.photos/seed/gucci-14-runway-silk-scarf/600/600
Gucci Heritage Leather Loafers,gucci,accessories,Footwear,unisex,gucci-store,97680,122100,IN STOCK,https://www.gucci.com/p/gucci-15-heritage-leather-loafers,https://picsum.photos/seed/gucci-15-heritage-leather-loafers/600/600
Gucci Signature Sunglasses,gucci,accessories,Accessories,men,gucci-store,64539,92200,IN STOCK,https://www.gucci.com/p/gucci-16-signature-sunglasses,https://picsum.photos/seed/gucci-16-signature-sunglasses/600/600
Gucci Monogram Wool Coat,gucci,accessories,Handbags,women,gucci-store,25410,46200,LOW STOCK,https://www.gucci.com/p/gucci-17-monogram-wool-coat,https://picsum.photos/seed/gucci-17-monogram-wool-coat/600/600
Gucci Limited Edition Tote,gucci,accessories,Ready-to-Wear,unisex,gucci-store,27885,42900,IN STOCK,https://www.gucci.com/p/gucci-18-limited-edition-tote,https://picsum.photos/seed/gucci-18-limited-edition-tote/600/600
Gucci Runway Shoulder Bag,gucci,accessories,Footwear,men,gucci-store,86700,102000,OUT OF STOCK,https://www.gucci.com/p/gucci-19-runway-shoulder-bag,https://picsum.photos/seed/gucci-19-runway-shoulder-bag/600/600
Gucci Heritage Silk Scarf,gucci,accessories,Accessories,women,gucci-store,57450,114900,IN STOCK,https://www.gucci.com/p/gucci-20-heritage-silk-scarf,https://picsum.photos/seed/gucci-20-heritage-silk-scarf/600/600
Asos Classic Blazer,asos,clothing,Dresses,women,asos-store,605,1100,LOW STOCK,https://www.asos.com/p/asos-1-classic-blazer,https://picsum.photos/seed/asos-1-classic-blazer/600/600
Asos Relaxed Shirt Dress,asos,clothing,Jackets,men,asos-store,3550,7100,IN STOCK,https://www.asos.com/p/asos-2-relaxed-shirt-dress,https://picsum.photos/seed/asos-2-relaxed-shirt-dress/600/600
Asos Slim Fit Denim Jacket,asos,clothing,Jeans,unisex,asos-store,3200,6400,IN STOCK,https://www.asos.com/p/asos-3-slim-fit-denim-jacket,https://picsum.photos/seed/asos-3-slim-fit-denim-jacket/600/600
Asos Oversized Knit Sweater,asos,clothing,Shirts,women,asos-store,1235,1900,IN STOCK,https://www.asos.com/p/asos-4-oversized-knit-sweater,https://picsum.photos/seed/asos-4-oversized-knit-sweater/600/600
Asos Tailored Trench Coat,asos,clothing,Sweaters,men,asos-store,1040,1300,IN STOCK,https://www.asos.com/p/asos-5-tailored-trench-coat,https://picsum.photos/seed/asos-5-tailored-trench-coat/600/600
Asos Classic Midi Dress,asos,clothing,Dresses,unisex,asos-store,4615,7100,IN STOCK,https://www.asos.com/p/asos-6-classic-midi-dress,https://picsum.photos/seed/asos-6-classic-midi-dress/600/600
Asos Relaxed Blazer,asos,clothing,Jackets,women,asos-store,1760,3200,IN STOCK,https://www.asos.com/p/asos-7-relaxed-blazer,https://picsum.photos/seed/asos-7-relaxed-blazer/600/600
Asos Slim Fit Shirt Dress,asos,clothing,Jeans,men,asos-store,5525,8500,IN STOCK,https://www.asos.com/p/asos-8-slim-fit-shirt-dress,https://picsum.photos/seed/asos-8-slim-fit-shirt-dress/600/600
Asos Oversized Denim Jacket,asos,clothing,Shirts,unisex,asos-store,6020,8600,IN STOCK,https://www.asos.com/p/asos-9-oversized-denim-jacket,https://picsum.photos/seed/asos-9-oversized-denim-jacket/600/600
Asos Tailored Knit Sweater,asos,clothing,Sweaters,women,asos-store,4420,5200,IN STOCK,https://www.asos.com/p/asos-10-tailored-knit-sweater,https://picsum.photos/seed/asos-10-tailored-knit-sweater/600/600
Asos Classic Trench Coat,asos,clothing,Dresses,men,asos-store,5880,8400,LOW STOCK,https://www.asos.com/p/asos-11-classic-trench-coat,https://picsum.photos/seed/asos-11-classic-trench-coat/600/600
