id,slug,product_name,brand_slug,category_slug,subcategory,gender,description,colors,sizes,tags,rating,reviews,views,new_in,image_url,store_slug,price_usd,original_price_usd,availability,product_url
PI-1186,the-childrens-place-the-childrens-place-cozy-denim-overalls,The Childrens Place Cozy Denim Overalls,the-childrens-place,baby-clothing,Baby Clothing,unisex,"The Children's Place The Childrens Place Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,3.7,71,1382,true,,the-childrens-place-store,69,138,IN STOCK,https://www.childrensplace.com/p/the-childrens-place-10-cozy-denim-overalls
PI-1186,the-childrens-place-the-childrens-place-cozy-denim-overalls,The Childrens Place Cozy Denim Overalls,the-childrens-place,baby-clothing,Baby Clothing,unisex,"The Children's Place The Childrens Place Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,3.7,71,1382,true,,the-childrens-place-store,44,80,IN STOCK,https://www.childrensplace.com/p/the-childrens-place-15-cozy-denim-overalls
PI-1186,the-childrens-place-the-childrens-place-cozy-denim-overalls,The Childrens Place Cozy Denim Overalls,the-childrens-place,baby-clothing,Baby Clothing,unisex,"The Children's Place The Childrens Place Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,3.7,71,1382,true,,the-childrens-place-store,75,150,LOW STOCK,https://www.childrensplace.com/p/the-childrens-place-20-cozy-denim-overalls
PI-1187,gap-kids-gap-kids-soft-cotton-onesie-set,Gap Kids Soft Cotton Onesie Set,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,4.2,90,3605,false,,gap-kids-store,48,80,LOW STOCK,https://www.gap.com/p/gap-kids-1-soft-cotton-onesie-set
PI-1187,gap-kids-gap-kids-soft-cotton-onesie-set,Gap Kids Soft Cotton Onesie Set,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,4.2,90,3605,false,,gap-kids-store,100,142.86,IN STOCK,https://www.gap.com/p/gap-kids-6-soft-cotton-onesie-set
PI-1187,gap-kids-gap-kids-soft-cotton-onesie-set,Gap Kids Soft Cotton Onesie Set,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,4.2,90,3605,false,,gap-kids-store,72,96,IN STOCK,https://www.gap.com/p/gap-kids-11-soft-cotton-onesie-set
PI-1187,gap-kids-gap-kids-soft-cotton-onesie-set,Gap Kids Soft Cotton Onesie Set,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,4.2,90,3605,false,,gap-kids-store,67,103.07,LOW STOCK,https://www.gap.com/p/gap-kids-16-soft-cotton-onesie-set
PI-1188,gap-kids-gap-kids-organic-graphic-tee,Gap Kids Organic Graphic Tee,gap-kids,kids-clothing,Toddler Clothing,unisex,"GAP Kids Gap Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.3,81,4340,false,,gap-kids-store,66,77.65,IN STOCK,https://www.gap.com/p/gap-kids-2-organic-graphic-tee
PI-1188,gap-kids-gap-kids-organic-graphic-tee,Gap Kids Organic Graphic Tee,gap-kids,kids-clothing,Toddler Clothing,unisex,"GAP Kids Gap Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.3,81,4340,false,,gap-kids-store,98,178.18,IN STOCK,https://www.gap.com/p/gap-kids-7-organic-graphic-tee
PI-1188,gap-kids-gap-kids-organic-graphic-tee,Gap Kids Organic Graphic Tee,gap-kids,kids-clothing,Toddler Clothing,unisex,"GAP Kids Gap Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.3,81,4340,false,,gap-kids-store,96,112.94,IN STOCK,https://www.gap.com/p/gap-kids-12-organic-graphic-tee
PI-1188,gap-kids-gap-kids-organic-graphic-tee,Gap Kids Organic Graphic Tee,gap-kids,kids-clothing,Toddler Clothing,unisex,"GAP Kids Gap Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.3,81,4340,false,,gap-kids-store,77,118.46,IN STOCK,https://www.gap.com/p/gap-kids-17-organic-graphic-tee
PI-1189,gap-kids-gap-kids-printed-sneakers,Gap Kids Printed Sneakers,gap-kids,kids-shoes,Kids Shoes,unisex,"GAP Kids Gap Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,100,2687,false,,gap-kids-store,89,118.66,IN STOCK,https://www.gap.com/p/gap-kids-3-printed-sneakers
PI-1189,gap-kids-gap-kids-printed-sneakers,Gap Kids Printed Sneakers,gap-kids,kids-shoes,Kids Shoes,unisex,"GAP Kids Gap Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,100,2687,false,,gap-kids-store,86,143.34,IN STOCK,https://www.gap.com/p/gap-kids-8-printed-sneakers
PI-1189,gap-kids-gap-kids-printed-sneakers,Gap Kids Printed Sneakers,gap-kids,kids-shoes,Kids Shoes,unisex,"GAP Kids Gap Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,100,2687,false,,gap-kids-store,86,172,IN STOCK,https://www.gap.com/p/gap-kids-13-printed-sneakers
PI-1189,gap-kids-gap-kids-printed-sneakers,Gap Kids Printed Sneakers,gap-kids,kids-shoes,Kids Shoes,unisex,"GAP Kids Gap Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,100,2687,false,,gap-kids-store,140,164.71,IN STOCK,https://www.gap.com/p/gap-kids-18-printed-sneakers
PI-1190,gap-kids-gap-kids-everyday-pajama-set,Gap Kids Everyday Pajama Set,gap-kids,kids-clothing,Sleepwear,unisex,"GAP Kids Gap Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4,42,7397,false,,gap-kids-store,132,203.07,OUT OF STOCK,https://www.gap.com/p/gap-kids-4-everyday-pajama-set
PI-1190,gap-kids-gap-kids-everyday-pajama-set,Gap Kids Everyday Pajama Set,gap-kids,kids-clothing,Sleepwear,unisex,"GAP Kids Gap Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4,42,7397,false,,gap-kids-store,86,172,IN STOCK,https://www.gap.com/p/gap-kids-9-everyday-pajama-set
PI-1190,gap-kids-gap-kids-everyday-pajama-set,Gap Kids Everyday Pajama Set,gap-kids,kids-clothing,Sleepwear,unisex,"GAP Kids Gap Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4,42,7397,false,,gap-kids-store,78,141.82,IN STOCK,https://www.gap.com/p/gap-kids-14-everyday-pajama-set
PI-1190,gap-kids-gap-kids-everyday-pajama-set,Gap Kids Everyday Pajama Set,gap-kids,kids-clothing,Sleepwear,unisex,"GAP Kids Gap Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4,42,7397,false,,gap-kids-store,77,118.46,IN STOCK,https://www.gap.com/p/gap-kids-19-everyday-pajama-set
PI-1191,gap-kids-gap-kids-cozy-denim-overalls,Gap Kids Cozy Denim Overalls,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.9,223,6422,false,,gap-kids-store,58,77.34,IN STOCK,https://www.gap.com/p/gap-kids-5-cozy-denim-overalls
PI-1191,gap-kids-gap-kids-cozy-denim-overalls,Gap Kids Cozy Denim Overalls,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.9,223,6422,false,,gap-kids-store,81,162,IN STOCK,https://www.gap.com/p/gap-kids-10-cozy-denim-overalls
PI-1191,gap-kids-gap-kids-cozy-denim-overalls,Gap Kids Cozy Denim Overalls,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.9,223,6422,false,,gap-kids-store,59,107.28,IN STOCK,https://www.gap.com/p/gap-kids-15-cozy-denim-overalls
PI-1191,gap-kids-gap-kids-cozy-denim-overalls,Gap Kids Cozy Denim Overalls,gap-kids,baby-clothing,Baby Clothing,unisex,"GAP Kids Gap Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.9,223,6422,false,,gap-kids-store,74,113.84,OUT OF STOCK,https://www.gap.com/p/gap-kids-20-cozy-denim-overalls
PI-1192,hm-kids-hm-kids-soft-cotton-onesie-set,Hm Kids Soft Cotton Onesie Set,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,3.6,80,5003,false,,hm-kids-store,560,700,IN STOCK,https://www.hm.com/p/hm-kids-1-soft-cotton-onesie-set
PI-1192,hm-kids-hm-kids-soft-cotton-onesie-set,Hm Kids Soft Cotton Onesie Set,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,3.6,80,5003,false,,hm-kids-store,1200,2000,IN STOCK,https://www.hm.com/p/hm-kids-6-soft-cotton-onesie-set
PI-1192,hm-kids-hm-kids-soft-cotton-onesie-set,Hm Kids Soft Cotton Onesie Set,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,3.6,80,5003,false,,hm-kids-store,1880,2350,LOW STOCK,https://www.hm.com/p/hm-kids-11-soft-cotton-onesie-set
PI-1192,hm-kids-hm-kids-soft-cotton-onesie-set,Hm Kids Soft Cotton Onesie Set,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Soft Cotton Onesie Set — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; baby-clothing,3.6,80,5003,false,,hm-kids-store,1920,2742.86,IN STOCK,https://www.hm.com/p/hm-kids-16-soft-cotton-onesie-set
PI-1193,hm-kids-hm-kids-organic-graphic-tee,Hm Kids Organic Graphic Tee,hm-kids,clothing,Toddler Clothing,unisex,"H&M Kids Hm Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.5,61,3192,false,,hm-kids-store,1760,3200,LOW STOCK,https://www.hm.com/p/hm-kids-2-organic-graphic-tee
PI-1193,hm-kids-hm-kids-organic-graphic-tee,Hm Kids Organic Graphic Tee,hm-kids,clothing,Toddler Clothing,unisex,"H&M Kids Hm Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.5,61,3192,false,,hm-kids-store,1440,2400,IN STOCK,https://www.hm.com/p/hm-kids-7-organic-graphic-tee
PI-1193,hm-kids-hm-kids-organic-graphic-tee,Hm Kids Organic Graphic Tee,hm-kids,clothing,Toddler Clothing,unisex,"H&M Kids Hm Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.5,61,3192,false,,hm-kids-store,595,700,LOW STOCK,https://www.hm.com/p/hm-kids-12-organic-graphic-tee
PI-1193,hm-kids-hm-kids-organic-graphic-tee,Hm Kids Organic Graphic Tee,hm-kids,clothing,Toddler Clothing,unisex,"H&M Kids Hm Kids Organic Graphic Tee — toddler clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; toddler-clothing,4.5,61,3192,false,,hm-kids-store,1360,1600,IN STOCK,https://www.hm.com/p/hm-kids-17-organic-graphic-tee
PI-1194,hm-kids-hm-kids-printed-sneakers,Hm Kids Printed Sneakers,hm-kids,shoes,Kids Shoes,unisex,"H&M Kids Hm Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,166,4543,false,,hm-kids-store,252,315,LOW STOCK,https://www.hm.com/p/hm-kids-3-printed-sneakers
PI-1194,hm-kids-hm-kids-printed-sneakers,Hm Kids Printed Sneakers,hm-kids,shoes,Kids Shoes,unisex,"H&M Kids Hm Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,166,4543,false,,hm-kids-store,312,416,IN STOCK,https://www.hm.com/p/hm-kids-8-printed-sneakers
PI-1194,hm-kids-hm-kids-printed-sneakers,Hm Kids Printed Sneakers,hm-kids,shoes,Kids Shoes,unisex,"H&M Kids Hm Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,166,4543,false,,hm-kids-store,564,805.71,IN STOCK,https://www.hm.com/p/hm-kids-13-printed-sneakers
PI-1194,hm-kids-hm-kids-printed-sneakers,Hm Kids Printed Sneakers,hm-kids,shoes,Kids Shoes,unisex,"H&M Kids Hm Kids Printed Sneakers — kids shoes tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; kids-shoes,4.8,166,4543,false,,hm-kids-store,240,436.36,LOW STOCK,https://www.hm.com/p/hm-kids-18-printed-sneakers
PI-1195,hm-kids-hm-kids-everyday-pajama-set,Hm Kids Everyday Pajama Set,hm-kids,clothing,Sleepwear,unisex,"H&M Kids Hm Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4.3,147,4054,false,,hm-kids-store,825,1100,OUT OF STOCK,https://www.hm.com/p/hm-kids-4-everyday-pajama-set
PI-1195,hm-kids-hm-kids-everyday-pajama-set,Hm Kids Everyday Pajama Set,hm-kids,clothing,Sleepwear,unisex,"H&M Kids Hm Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4.3,147,4054,false,,hm-kids-store,1375,2500,IN STOCK,https://www.hm.com/p/hm-kids-9-everyday-pajama-set
PI-1195,hm-kids-hm-kids-everyday-pajama-set,Hm Kids Everyday Pajama Set,hm-kids,clothing,Sleepwear,unisex,"H&M Kids Hm Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4.3,147,4054,false,,hm-kids-store,1470,2100,IN STOCK,https://www.hm.com/p/hm-kids-14-everyday-pajama-set
PI-1195,hm-kids-hm-kids-everyday-pajama-set,Hm Kids Everyday Pajama Set,hm-kids,clothing,Sleepwear,unisex,"H&M Kids Hm Kids Everyday Pajama Set — sleepwear tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; sleepwear,4.3,147,4054,false,,hm-kids-store,495,900,IN STOCK,https://www.hm.com/p/hm-kids-19-everyday-pajama-set
PI-1196,hm-kids-hm-kids-cozy-denim-overalls,Hm Kids Cozy Denim Overalls,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.4,204,3545,false,,hm-kids-store,1800,2250,IN STOCK,https://www.hm.com/p/hm-kids-5-cozy-denim-overalls
PI-1196,hm-kids-hm-kids-cozy-denim-overalls,Hm Kids Cozy Denim Overalls,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.4,204,3545,false,,hm-kids-store,1200,1600,IN STOCK,https://www.hm.com/p/hm-kids-10-cozy-denim-overalls
PI-1196,hm-kids-hm-kids-cozy-denim-overalls,Hm Kids Cozy Denim Overalls,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.4,204,3545,false,,hm-kids-store,1125,1500,IN STOCK,https://www.hm.com/p/hm-kids-15-cozy-denim-overalls
PI-1196,hm-kids-hm-kids-cozy-denim-overalls,Hm Kids Cozy Denim Overalls,hm-kids,clothing,Baby Clothing,unisex,"H&M Kids Hm Kids Cozy Denim Overalls — baby clothing tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; baby-clothing,4.4,204,3545,false,,hm-kids-store,1200,1500,IN STOCK,https://www.hm.com/p/hm-kids-20-cozy-denim-overalls
PI-0001,adidas-pw-adistar-jellyfish-shoes,PW Adistar Jellyfish Shoes,adidas,shoes,Originals,unisex,"Adidas PW Adistar Jellyfish Shoes — originals tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; originals,4.6,106,6983,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c4df1fb7186e4db28f5d9365718a279a_9366/pw-adistar-jellyfish-shoes.jpg",adidas-store,300,300,IN STOCK,https://www.adidas.com/us/pw-adistar-jellyfish-shoes/KH6729.html
PI-0002,adidas-billie-jean-king-shoes,Billie Jean King Shoes,adidas,shoes,Women's Originals,women,"Adidas Billie Jean King Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.1,87,300,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1c1f8a4028f0466f87649043315f6d77_9366/billie-jean-king-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/billie-jean-king-shoes/KH9856.html
PI-0002,adidas-billie-jean-king-shoes,Billie Jean King Shoes,adidas,shoes,Women's Originals,women,"Adidas Billie Jean King Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.1,87,300,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1c1f8a4028f0466f87649043315f6d77_9366/billie-jean-king-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/billie-jean-king-shoes/KH9857.html
PI-0003,adidas-samba-og-shoes,Samba Og Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Og Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,3.6,68,1025,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f88fdc6701a845be8fa1b2d0656b4ab0_9366/samba-og-shoes.jpg",adidas-store,120,120,IN STOCK,https://www.adidas.com/us/samba-og-shoes/KJ7435.html
PI-0003,adidas-samba-og-shoes,Samba Og Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Og Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,3.6,68,1025,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f88fdc6701a845be8fa1b2d0656b4ab0_9366/samba-og-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/samba-og-shoes/KJ7479.html
PI-0004,adidas-samba-jane-shoes,Samba Jane Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Jane Shoes — women's originals tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.5,49,466,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c793cdb6d1ea4273a49a738732e9eb29_9366/samba-jane-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/samba-jane-shoes/HQ7708.html
PI-0004,adidas-samba-jane-shoes,Samba Jane Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Jane Shoes — women's originals tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.5,49,466,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c793cdb6d1ea4273a49a738732e9eb29_9366/samba-jane-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/samba-jane-shoes/KK2502.html
PI-0004,adidas-samba-jane-shoes,Samba Jane Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Jane Shoes — women's originals tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.5,49,466,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c793cdb6d1ea4273a49a738732e9eb29_9366/samba-jane-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/samba-jane-shoes/LA7836.html
PI-0004,adidas-samba-jane-shoes,Samba Jane Shoes,adidas,shoes,Women's Originals,women,"Adidas Samba Jane Shoes — women's originals tracked across 4 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.5,49,466,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c793cdb6d1ea4273a49a738732e9eb29_9366/samba-jane-shoes.jpg",adidas-store,100,100,IN STOCK,https://www.adidas.com/us/samba-jane-shoes/JQ6445.html
PI-0005,adidas-handball-spezial-shoes,Handball Spezial Shoes,adidas,shoes,Originals,unisex,"Adidas Handball Spezial Shoes — originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; originals,4,230,5341,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/349ec8b3dbb84fc382bdd9bea4c316a3_9366/handball-spezial-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/handball-spezial-shoes/KK1153.html
PI-0005,adidas-handball-spezial-shoes,Handball Spezial Shoes,adidas,shoes,Originals,unisex,"Adidas Handball Spezial Shoes — originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; originals,4,230,5341,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/349ec8b3dbb84fc382bdd9bea4c316a3_9366/handball-spezial-shoes.jpg",adidas-store,110,110,IN STOCK,https://www.adidas.com/us/handball-spezial-shoes/IF7087.html
PI-0006,adidas-campus-00s-shoes,Campus 00s Shoes,adidas,shoes,Women's Originals,women,"Adidas Campus 00s Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.9,211,6064,true,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b3eb4e526c3b4f268c53af7b0092b158_9366/campus-00s-shoes.jpg",adidas-store,77,110,IN STOCK,https://www.adidas.com/us/campus-00s-shoes/GY0042.html
PI-0006,adidas-campus-00s-shoes,Campus 00s Shoes,adidas,shoes,Women's Originals,women,"Adidas Campus 00s Shoes — women's originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; women-s-originals,4.9,211,6064,true,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b3eb4e526c3b4f268c53af7b0092b158_9366/campus-00s-shoes.jpg",adidas-store,77,110,IN STOCK,https://www.adidas.com/us/campus-00s-shoes/JP9163.html
PI-0007,adidas-climacool-shoes,Climacool Shoes,adidas,shoes,Sportswear,unisex,"Adidas Climacool Shoes — sportswear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; sportswear,4.4,192,3299,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e72ff7f8350b46c184db325a2f8ec7a6_9366/climacool-shoes.jpg",adidas-store,150,150,IN STOCK,https://www.adidas.com/us/climacool-shoes/KJ2597.html
PI-0008,adidas-climacool-laced-shoes,Climacool Laced Shoes,adidas,shoes,Sportswear,unisex,"Adidas Climacool Laced Shoes — sportswear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; sportswear,3.9,173,2106,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8d638c67bd9f42dc8ae70bf6bedad1b7_9366/climacool-laced-shoes.jpg",adidas-store,170,170,IN STOCK,https://www.adidas.com/us/climacool-laced-shoes/KJ2595.html
PI-0009,adidas-samba-og-shoes,Samba OG Shoes,adidas,shoes,Originals,unisex,"Adidas Samba OG Shoes — originals tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; originals,4.8,154,4369,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9b983d5bc09a4d4aba39a8bf011869ba_9366/samba-og-shoes.jpg",adidas-store,100,100,IN STOCK,https://www.adidas.com/us/samba-og-shoes/B75806.html
PI-0010,adidas-samba-og-shoes-kids,Samba OG Shoes Kids,adidas,shoes,Youth Originals,unisex,"Adidas Samba OG Shoes Kids — youth originals tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; youth-originals,3.8,116,6897,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9fb258a11a25407ab06b52eed1cca37b_9366/samba-og-shoes-kids.jpg",adidas-store,80,80,IN STOCK,https://www.adidas.com/us/samba-og-shoes-kids/IE3675.html
PI-0011,adidas-hyperboost-ephr-shoes,Hyperboost Ephr Shoes,adidas,shoes,Originals,unisex,"Adidas Hyperboost Ephr Shoes — originals tracked across 2 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; originals,4.3,135,1460,false,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a27dcb4f37c7430288b48a84cd5d99a8_9366/hyperboost-ephr-shoes.jpg",adidas-store,170,170,IN STOCK,https://www.adidas.com/us/hyperboost-ephr-shoes/LA6206.html
